elvét	V;IND;PRS;INDF;3;SG	e|l|vét
melléül	N;SG|BYWAY	mell|é|ül
hozomány	N;NOM;SG	hoz|omány
basa	N;NOM;SG	bas|a
basák	N;NOM|PL	bas|ák
elnök	N;NOM;SG	el|nök
gyógytornász	N;NOM;SG	gyógytorn|ász
nicaraguai	ADJ;NOM;SG	nicaragua|i
buzgóság	N;NOM;SG	buzgó|ság
céltudatosság	N;NOM;SG	céltudatos|ság
övezet	N;NOM;SG	övez|et
multimédia	N;NOM;SG	mult|i|média
lovász	N;NOM;SG	lov|ász
alelnök	N;NOM;SG	a|l|elnök
lovasság	N;NOM;SG	lovas|ság
műselyem	N;NOM;SG	m|ű|selyem
hatodik	N;NOM;SG	hat|odik
játszma	N;NOM;SG	játsz|ma
történetírás	N;NOM;SG	történetír|ás
hősiesség	N;NOM;SG	hősies|ség
kedvezőtlenség	N;NOM;SG	kedvezőtlen|ség
füles	ADJ;NOM;SG	fül|es
tanítónő	N;NOM;SG	tanító|nő
marhaság	N;NOM;SG	marha|ság
borba	N;SG|IN+ALL	bor|ba
boré	N;SG|PSS4S	bor|é
szürkeség	N;NOM;SG	szürke|ség
archaizmus	N;NOM;SG	archa|izmus
lövedék	N;NOM;SG	löv|edék
régész	N;NOM;SG	rég|ész
könyvészet	N;NOM;SG	könyv|észet
telepes	N;NOM;SG	telep|es
damaszkuszi	ADJ;NOM;SG	damaszkusz|i
mennyiség	N;NOM;SG	mennyi|ség
talpas	ADJ;NOM;SG	talp|as
pentaprizma	N;NOM;SG	pent|a|prizma
keresmény	N;NOM;SG	keres|mény
ártatlanság	N;NOM;SG	ártatlan|ság
negyed	N;NOM;SG	negy|ed
gyűjtemény	N;NOM;SG	gyűjt|emény
kifutó	ADJ;NOM;SG	kifut|ó
jövedék	N;NOM;SG	jöv|edék
párlat	N;NOM;SG	párl|at
feminizmus	N;NOM;SG	femin|izmus
rejtély	N;NOM;SG	rejt|ély
emlős	ADJ;NOM;SG	emlő|s
rakomány	N;NOM;SG	rak|omány
egyetemista	N;NOM;SG	egyetem|ista
jóság	N;NOM;SG	jó|ság
felvilágosítás	N;NOM;SG	felvilágosít|ás
egyenérték	N;NOM;SG	egye|n|érték
zsarnok	ADJ;NOM;SG	zsar|nok
görkorcsolya	N;NOM;SG	gö|r|korcsolya
bátortalanság	N;NOM;SG	bátortalan|ság
lelet	N;NOM;SG	lel|et
kísértet	V;IND;PRS;INDF;3;SG	kísért|et
bonyodalom	N;NOM;SG	bony|odalom
mezőgazdaság	N;NOM;SG	mezőgazda|ság
műértő	N;NOM;SG	m|ű|értő
tere	N;NOM|PSS3S;SG	ter|e
terei	ADJ;NOM;SG	tere|i
olimpiász	N;NOM;SG	olimpi|ász
kötet	N;NOM;SG	köt|et
terrorista	ADJ;NOM;SG	terror|ista
ateizmus	N;NOM;SG	ate|izmus
sápadtság	N;NOM;SG	sápadt|ság
gimi	N;NOM;SG	gim|i
hajnalka	N;NOM;SG	hajnal|ka
manikűrös	N;NOM;SG	manikűr|ös
madarász	N;NOM;SG	madar|ász
szelet	N;NOM;SG	szel|et
játékos	ADJ;NOM;SG	játék|os
imádság	N;NOM;SG	imád|ság
ajkai	ADJ;NOM;SG	ajka|i
közelség	N;NOM;SG	közel|ség
rendelvény	N;NOM;SG	rendel|vény
buddhizmus	N;NOM;SG	buddh|izmus
termelékenység	N;NOM;SG	termelékeny|ség
trójai	ADJ;NOM;SG	trója|i
társadalom	N;NOM;SG	társ|adalom
irodalom	N;NOM;SG	ir|odalom
Pataki	N;NOM;SG	Patak|i
Erzsók	N;NOM;SG	Erzs|ók
felelős	ADJ;NOM;SG	felel|ős
távirányító	V|V.PTCP;PRS	távirányít|ó
irányzat	N;NOM;SG	irány|zat
pszichoterápia	N;NOM;SG	pszich|o|terápia
blogger	N;NOM;SG	blogg|er
érvényesség	N;NOM;SG	érvényes|ség
válasz	N;NOM;SG	vál|asz
választ	V;IND;PRS;INDF;3;SG	vál|aszt
óvodás	N;NOM;SG	óvodá|s
szökevény	N;NOM;SG	szök|evény
foszlány	N;NOM;SG	foszl|ány
előváladék	N;NOM;SG	el|ő|váladék
alagút	N;NOM;SG	ala|g|út
tálka	N;NOM;SG	tál|ka
szinti	N;NOM;SG	szint|i
rácsuk	N;NOM|PSS3P;SG	r|á|csuk
egyfelvonásos	ADJ;NOM;SG	egyfelvonás|os
Hófehérke	N;NOM;SG	Hófehér|ke
többlet	N;NOM;SG	több|let
tanácskozás	N;NOM;SG	tanácskoz|ás
további	ADJ;NOM;SG	tovább|i
második	N;NOM;SG	más|odik
