muodostaa	V;NFIN	muodo|staa
muodostin	V;ACT;POS;IND|PST|1;SG	muodost|in
hapsuttaa	V;NFIN	hapsu|ttaa
kombinoitua	V;NFIN	kombinoi|tua
passivoitua	V;NFIN	passivoi|tua
kastella	V;NFIN	kast|ella
rukkauttaa	V;NFIN	rukka|uttaa
latinalaistaa	V;NFIN	latinalais|taa
lepsuilla	ADJ|PL|AT+ESS	lepsu|illa
rietastella	V;NFIN	rietas|tella
tehoilla	V;NFIN	teho|illa
laastita	V;NFIN	laasti|ta
ainuntaa	V;NFIN	ainu|ntaa
harjata	V;NFIN	harja|ta
hakkaava	ADJ;ACC;SG	hakkaa|va
punehtua	V;NFIN	pune|htua
ravistuttaa	V;NFIN	ravistu|ttaa
hipsutella	V;NFIN	hipsut|ella
rationaalistaa	V;NFIN	rationaalis|taa
vatkautua	V;NFIN	vatka|utua
surahdella	V;NFIN	surahd|ella
sopia	V;NFIN	sop|ia
sopiva	ADJ;ACC;SG	sopi|va
muistua	V;NFIN	muist|ua
horrostaa	V;NFIN	horros|taa
lingota	V;NFIN	lingo|ta
toistaa	V;NFIN	tois|taa
toistin	V;ACT;POS;IND|PST|1;SG	toist|in
porautua	V;NFIN	pora|utua
kuivattaa	V;NFIN	kuiva|ttaa
kuivatin	V;ACT;POS;IND|PST|1;SG	kuivat|in
kuivata	V;NFIN	kuiva|ta
hangoitteleva	ADJ;ACC;SG	hangoittele|va
tuhota	V;NFIN	tuho|ta
koukata	V;NFIN	kouk|ata
sadella	V;NFIN	sad|ella
hapertua	V;NFIN	hapert|ua
luritella	V;NFIN	lurit|ella
rampautua	V;NFIN	rampa|utua
verkottaa	V;NFIN	verko|ttaa
kannella	V;PRS;NFIN	kann|ella
naurunalaistaa	V;NFIN	naurunalais|taa
torkkua	ADJ;SG|PRT	torkk|ua
sorjistua	V;NFIN	sorji|stua
murentua	V;NFIN	murent|ua
testailla	V;NFIN	testa|illa
ranskantaa	V;NFIN	ranska|ntaa
huonontua	V;NFIN	huonont|ua
valittava	ADJ;ACC;SG	valitta|va
valitettava	V;PRS|V.PTCP;PASS	valite|ttava
varistaa	V;NFIN	varis|taa
edustaa	N;SG|PRT	edus|taa
edustava	ADJ;ACC;SG	edusta|va
muokkaantua	V;NFIN	muokkaa|ntua
sammaltaa	V;NFIN	sammal|taa
taivuttautua	V;NFIN	taivutta|utua
korkata	V;NFIN	kork|ata
orjuuttaa	V;NFIN	orj|uuttaa
vaatehtia	V;NFIN	vaate|htia
rinnakkaistaa	V;NFIN	rinnakkais|taa
ponnistella	V;NFIN	ponnist|ella
laimentua	V;NFIN	laiment|ua
vuotaa	V;NFIN	vuo|taa
kiikkua	N;SG|PRT	kiikk|ua
haistattaa	V;NFIN	haista|ttaa
pelottaa	V;NFIN	pelo|ttaa
pelotin	V;ACT;POS;IND|PST|1;SG	pelot|in
pelottava	ADJ;ACC;SG	pelotta|va
muurittaa	V;NFIN	muuri|ttaa
haaskata	V;NFIN	haaska|ta
taustoittaa	V;NFIN	taustoi|ttaa
koodittaa	V;NFIN	koodi|ttaa
siklata	V;NFIN	sikl|ata
supistua	V;NFIN	supist|ua
kuohua	V;NFIN	kuoh|ua
kuohuta	V;PRS;NFIN	kuohu|ta
suomalaistuttaa	V;NFIN	suomalaistu|ttaa
hieraista	V;NFIN	hier|aista
mutkistua	V;NFIN	mutkist|ua
kuohuva	N;ACC;SG	kuohu|va
toeta	V;NFIN	toe|ta
peruutua	V;NFIN	peru|utua
humaltua	V;NFIN	humal|tua
tahkoa	V;NFIN	tahk|oa
kaasutella	V;NFIN	kaasut|ella
miinata	V;NFIN	miina|ta
soinnahtaa	V;NFIN	soinn|ahtaa
kopsahtaa	V;NFIN	kops|ahtaa
pelletoida	V;NFIN	pellet|oida
karvoa	V;NFIN	karv|oa
puhkua	V;NFIN	puhk|ua
